,Name,Street,City,State,ZIP Code
74,Thomas More University,333 Thomas More Parkway,Crestview Hills,KY,41017-3495
75,Three Rivers College,2080 Three Rivers Blvd,Poplar Bluff,MO,63901
76,Three Rivers Community College-Corrigan-Radgowski Correctional Cente,982 Norwich-New London Turnpike,Uncasville,CT,06382-0638
77,Three Rivers Community College-York Correctional Institution,201 West Main Street,Niantic,CT,06357-1904
78,TIGI Hairdressing Academy Guilford,860 Boston Post Road,Guilford,CT,06437
79,Tint School of Makeup & Cosmetology,2716 W Irving Blvd,Irving,TX,75061-4235
80,Tint School of Makeup & Cosmetology-Seattle,106 Lenora Street,Seattle,WA,98121
81,Tint School of Makeup and Cosmetology-Dallas,311 A E Pioneer Pkwy Hwy 303,Grand Prairie,TX,75051
82,Tomorrow's Image Barber And Beauty Academy of Virginia,490 Suite F Denbigh Boulevard,Newport News,VA,23608-5532
83,Toni & Guy Hairdressing Academy-Idaho,410 W Neider Ave Suite B,Coeur D'Alene,ID,83815
84,Toni & Guy Hairdressing Academy-Plano,1921 Preston Road #2022,Plano,TX,75093
85,Toni & Guy Hairdressing Academy-Rio Rancho,1001 Golf Course Road #104 & #105,Rio Rancho,NM,87124-2575
86,Tonsorial Arts Barber College,2831 New Boston Road,Texarkana,TX,75501-3264
87,Tooele Technical College,88 South Tooele Blvd.,Tooele,UT,84074-2093
88,Top of the Line Barber College,"1904 Savannah Highway, Unit 101, 102, 201",Charleston,SC,29407-2228
89,Torah Temimah Talmudical Seminary,3323 Richmond Ave,Staten Island,NY,10312
90,Total Beauty Institute,5308 North Pearl Street,Jacksonville,FL,32208-5119
91,Totally Cosmo School of Modern Cosmetology,110 N Broadway,Broken Bow,OK,74728
92,Touro College,50 West 47th Street,New York,NY,10036
93,Toyota Technological Institute at Chicago,6045 S. Kenwood Avenue,Chicago,IL,60637
94,Transitions Career Institute School of Nursing,30-50 Whitestone Expressway STE 400,Flushing,NY,11354-1964
95,Traviss Technical College,3225 Winter Lake Rd,Lakeland,FL,33803
96,Treasure Coast Technical College,4680 28th Court,Vero Beach,FL,32967-3527
97,Trend Barber College,8250 W Bellfort,Houston,TX,77071-2202
98,Trend Barber College,14806 Ella Blvd.,Houston,TX,77090
99,Trend Setters School,835 South Kings Highway,Cape Girardeau,MO,63703-7607
0,Trenz Beauty Academy,695 Wentworth Avenue,Calumet City,IL,60409
1,Tri-State Barber College,2132 Winchester Avenue,Ashland,KY,41101-7746
2,Triangle Tech Inc-Dubois,225 Tannery Row Road,Falls Creek,PA,15840-3333
3,Triangle Tech-Chambersburg,1669 Opportunity Avenue,Chambersburg,PA,17201-7834
4,Tricoci University of Beauty Culture-Danville,2500 Georgetown Rd,Danville,IL,61832
5,Tricoci University of Beauty Culture-Elgin,264 South Randall Road,Elgin,IL,60123-9412
6,Tricoci University of Beauty Culture-Janesville,2310 W. Court Street,Janesville,WI,53548
7,Tricoci University of Beauty Culture-Normal,755 West Raab Road,Normal,IL,61761-4107
8,Tricoci University of Beauty Cuture LLC-Bloomington,1681 N. College Ave,Bloomington,IN,47404
9,Trinity Bible College and Graduate School,50 6th Ave S,Ellendale,ND,58436-7105
10,Trinity Health System School of Nursing,4000 Sunset Boulevard Suite 2631,Steubenville,OH,43952-3512
11,Trinity International University-Florida,"9010 SW 137th Ave, Suite #101",Miami,FL,33186
12,Triton College-Intl Union of Operating Engr Local 399 Trning Fac.,2260 South Grove Street,Chicago,IL,60616-1823
13,Troy University-Dothan Campus,500 University Drive,Dothan,AL,36303-4419
14,Troy University-Montgomery Campus,231 Montgomery Street,Montgomery,AL,36103-4419
15,Troy University-Online,241 Adams Administration Building,Troy,AL,36082-5327
16,Troy University-Phenix City Campus,1510 Whitewater Avenue,Phenix City,AL,36869-4419
17,Troy University-Support Sites,100 University Park,Troy,AL,36082-5327
18,Truett McConnell University,100 Alumni Dr,Cleveland,GA,30528
19,Tufts University,,Medford,MA,02155-5555
20,Tulsa Technology Center,3420 S Memorial Drive,Tulsa,OK,74145
21,Tulsa Welding School-Houston,243A Greens Road,Houston,TX,77060-2100
22,Tulsa Welding School-Jacksonville,1750 Southside Boulevard,Jacksonville,FL,32216-3634
23,Tulsa Welding School-Tulsa,2545 E. 11th Street,Tulsa,OK,74104
24,Tusculum University,60 Shiloh Road,Greeneville,TN,37743
25,U.S. Truck Driver Training School,6500 15 Mile Road,Sterling Heights,MI,48312-4518
26,UCAS Univeristy of Cosmetology Arts & Sciences-La Joya,724 East Expressway 83,La Joya,TX,78560-4018
27,UCAS University of Cosemtology Arts & Sciences-McAllen,8401 N 10th St,McAllen,TX,78504
28,UCAS University of Cosmetology Arts & Sciences-Harlingen,801 N. 13th Street Suite 2,Harlingen,TX,78550-5034
29,UCAS University of Cosmetology Arts & Sciences-San Antonio 410,"4522 Fredericksburg Rd, A-85",San Antonio,TX,78201
30,UCAS University of Cosmetology Arts & Sciences,"910 Southeast Military, Suite 100",San Antonio,TX,78214
31,Uintah Basin Technical College,1100 E Lagoon St 124-5,Roosevelt,UT,84066
32,Ulster BOCES-School of Practical Nursing,"319 Broadway, PO Box 601",Port Ewen,NY,12466
33,Ultimate Medical Academy,1255 Cleveland St,Clearwater,FL,33755-4933
34,Unification Theological Seminary,4 West 43rd Street,New York,NY,10036
35,Union Bible College,434 S. Union Street,Westfield,IN,46074-0900
36,Union County College,1033 Springfield Avenue,Cranford,NJ,07016-1528
37,Union Presbyterian Seminary-Charlotte,5141 Sharon Road,Charlotte,NC,28210
38,Unitech Training Academy-Baton Rouge,10551 Coursey Blvd,Baton Rouge,LA,70816-4040
39,Unitech Training Academy-Houma,6007 West Park Avenue,Houma,LA,70364
40,Unitech Training Academy-New Orleans,5401 Jefferson Hwy,New Orleans,LA,70123-0000
41,United Beauty College,1701 S Federal Boulevard # A,Denver,CO,80219
42,United Education Institute-UEI College-Phoenix,9215 N. Black Canyon Highway,Phoenix,AZ,85021-2718
43,United Education Institute-Morrow,1564 Southlake Parkway,Morrow,GA,30260-2941
44,United International College,3130 Commerce Parkway,Miramar,FL,33025-3943
45,United Lutheran Seminary,61 Seminary Ridge,Gettysburg,PA,17325-1795
46,United States Air Force Academy,"2304 Cadet Drive, Suite 3800",USAF Academy,CO,80840-5002
47,United States Merchant Marine Academy,300 Steamboat Road,Kings Point,NY,11024-1634
48,United States Naval Academy,121 Blake Road,Annapolis,MD,21402-1300
49,United Theological Seminary of the Twin Cities,767 Eustis St. Suite 140,St. Paul,MN,55114
50,Universal Spa Training Academy-Tyler's Beauty and Spa Academy,6815 14th Street West,Bradenton,FL,34207-2417
51,Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando,9751 Delegates Dr,Orlando,FL,32837
52,Universal Technical Institute-Bloomfield,1515 Broad Street,Bloomfield,NJ,07003-3002
53,Universal Technical Institute-Dallas Fort Worth,5151 Regent Blvd.,Irving,TX,75063
54,Universidad Ana G. Mendez-Carolina Campus,Carr. # 190 Esq. Calle 220 Bo. Sabana Abajo,Carolina,PR,00985-0985
55,Universidad Ana G. Mendez-Cupey Campus,1399 Ave. Ana G. Mendez,San Juan,PR,00926-2602
56,Universidad Ana G. Mendez-Gurabo Campus,Carr. # 189 Km 3.3,Gurabo,PR,00778-3030
57,Universidad Ana G. Mendez-Online Campus,"Carretera PR-176, km 0.5, Sector El Cinco",San Juan,PR,00926
58,Universidad Central de Bayamon,Avenida Zaya Verde La Milagrosa Barrio Hato Tejas,Bayamón,PR,00960-1725
59,University Academy of Hair Design,2204 Greensboro Avenue,Tuscaloosa,AL,35401-5621
60,University of Aesthetics & Cosmetology,1357 N Milwaukee Ave,Chicago,IL,60622-2151
61,University of Alaska Fairbanks,1731 South Chandalar Drive,Fairbanks,AK,99775
62,University of Arizona-Sierra Vista,1140 North Colombo Avenue,Sierra Vista,AZ,85635
63,University of Arkansas Community College at Hope-Texarkana,3501 U of A Way,Texarkana,AR,71854-1467
64,University of Arkansas Community College Rich Mountain,1100 College Dr,Mena,AR,71953
65,University of Arkansas Hope-Texarkana,2500 S Main,Hope,AR,71801
66,University of Arkansas System eVersity,2402 North University Avenue,Little Rock,AR,72207-3608
67,University of Arkansas-Pulaski Technical College,3000 W Scenic Dr,North Little Rock,AR,72118-3347
68,University of Colorado Denver/Anschutz Medical Campus,"1380 Lawrence Street, Lawrence Street Center, Suite 1400",Denver,CO,80217-3364
69,University of Connecticut-Hartford Campus,10 Prospect Street,Hartford,CT,06103
70,University of Connecticut-Waterbury Campus,99 East Main Street,Waterbury,CT,06702
71,University of Health Sciences and Pharmacy in St. Louis,1 Pharmacy Place,Saint Louis,MO,63110-1088
72,University of Holy Cross,4123 Woodland Drive,New Orleans,LA,70131-7399
73,University of Illinois Chicago,601 S Morgan,Chicago,IL,60607
74,University of Illinois Springfield,One University Plaza,Springfield,IL,62703-5407
75,University of Illinois Urbana-Champaign,601 E John Street,Champaign,IL,61820-5711
76,University of Lynchburg,1501 Lakeside Dr,Lynchburg,VA,24501-3113
77,University of Maryland Global Campus,3501 University Blvd East,Adelphi,MD,20783-8010
78,"University of Maryland, Baltimore",620 West Lexington St,Baltimore,MD,21201-1627
79,University of Maryland-College Park,,College Park,MD,20742
80,University of Mississippi Medical Center,2500 N State St,Jackson,MS,39216-4505
81,University of Mount Union,1972 Clark Ave.,Alliance,OH,44601-3929
82,University of Nebraska-Lincoln,1400 R Street,Lincoln,NE,68588-0419
83,University of New Hampshire-Franklin Pierce School of Law,2 White St,Concord,NH,03301-4197
84,University of New Haven,300 Boston Post Road,West Haven,CT,06516-1916
85,University of North Carolina School of the Arts,1533 South Main St.,Winston Salem,NC,27127-2738
86,University of Notre Dame -,224 South Michigan Avenue,Chicago,IL,60604-2535
87,University of Oklahoma-Douglass Learning Center,102 East Gore,Lawton,OK,73501-3025
88,University of Oklahoma-Ft. Benning GA-AP,"Army Education Center, BLD 9230",Ft Benning,GA,31905-5593
89,University of Oklahoma-Nellis Air Force Base,4475 England Avenue,Nellis AFB,NV,89191-6506
90,University of Oklahoma-Health Sciences Center,1105 Stonewall Avenue,Oklahoma City,OK,73117-1221
91,University of Phoenix-Arizona,4035 South Riverpoint Parkway,Phoenix,AZ,85040
92,University of Phoenix-Florida,2400 SW 145th Avenue,Miramar,FL,33027
93,University of Phoenix-Georgia,859 Mount Vernon Highway,Atlanta,GA,30328
94,University of Phoenix-Hawaii,949 Kaokila Blvd,Kapolei,HI,96707-2082
95,University of Phoenix-Illinois,203 N LaSalle Street,Chicago,IL,60601-1210
96,University of Phoenix-New Jersey,88 Town Square Place,Jersey City,NJ,07310-2772
97,University of Providence,1301 20th St S,Great Falls,MT,59405-4996
98,University of Puerto Rico-Aguadilla,Belt St. Ramey Base,Aguadilla,PR,00604-6150
99,University of Scranton,800 Linden Street,Scranton,PA,18510-4699
0,University of South Carolina Aiken,471 University Pkwy,Aiken,SC,29801
1,University of South Carolina Beaufort,1 University Boulevard,Bluffton,SC,29909
2,University of South Carolina-Lancaster,476 Hubbard Drive,Lancaster,SC,29720-0889
3,University of South Carolina-Salkehatchie,465 James Brandt Blvd,Allendale,SC,29810-0617
4,University of South Carolina-Union,309 East Academy St,Union,SC,29379-0729
5,University of South Florida,4202 East Fowler Ave,Tampa,FL,33620-9951
6,University of Texas Health Science Center at Tyler,11937 US Highway 271,Tyler,TX,75708-3154
7,University of the Potomac-VA Campus,7799 LEESBURG PIKE,FALLS CHURCH,VA,22043-2536
8,University of the Virgin Islands-Albert A. Sheen,St. Croix,St. Croix,VI,00850
9,University of Western States,8000 NE Tillamook Street,Portland,OR,97213
10,University of Wisconsin-Eau Claire,105 Garfield Ave,Eau Claire,WI,54701
11,University of Wisconsin-Milwaukee Flex,2200 E Kenwood Blvd,Milwaukee,WI,53201
12,University of Wisconsin-Milwaukee,2200 E Kenwood Blvd,Milwaukee,WI,53211
13,University of Wisconsin-Parkside Flex,900 Wood Rd,Kenosha,WI,53141
14,University of Wisconsin-Parkside,900 Wood Rd,Kenosha,WI,53144
15,University of Wisconsin-Platteville,1 University Plaza,Platteville,WI,53818-3099
16,Unlimited Cosmetology School,102 Broad Street,Hattiesburg,MS,39401
17,UPMC Jameson School of Nursing,2414 Wilmington Road,New Castle,PA,16105
18,UPMC Mercy School of Nursing,1401 Blvd of the Allies,Pittsburgh,PA,15219-5166
19,UPMC Shadyside School of Nursing,5230 Centre Ave,Pittsburgh,PA,15232
20,UPMC St. Margaret School of Nursing,"221 Seventh Street, Suite 100",Pittsburgh,PA,15238-3250
21,UR Beauty & Barber Academy,3750 Emergency Lane STE3,Sebring,FL,33870-2128
22,Urban College of Boston,"2 Boylston Street, 2nd Floor",Boston,MA,02116
23,Urshan College,1151 Century Tel Drive,Wentzville,MO,63385
24,Urshan Graduate School of Theology,1151 Century Tel Drive,Wentzville,MO,63385
25,Utah County Campus,"360 South State Street, Suite 144",Orem,UT,84058-0000
26,Valencia College,1768 Park Center Drive,Orlando,FL,32835
27,Valley College-Cleveland,8700 Brookpark Road,Cleveland,OH,44129-6810
28,Valor Christian College,4595 Gender Road,Canal Winchester,OH,43110
29,Vaughn Beauty College,108 South Maple Street,Aberdeen,MS,39730-3238
30,Veritas Baptist College,"181 US 50 E., Suite 204",Greendale,IN,47025
31,Vermilion Community College,1900 East Camp Street,Ely,MN,55731-1918
32,Vermont Technical College,124 Admin Drive,Randolph,VT,05061
33,Verve College,"2625 Butterfield Rd, Ste 102E",Oak Brook,IL,60523
34,VH Barber & Styling Academy,"1701 Old Minden Rd., Suite 19",Bossier City,LA,71111-4409
35,VICI Beauty School,4111 S. 108th Street,Greenfield,WI,53228
36,Virginia Beach Theological Seminary,2221 Centerville Turnpike,Virginia Beach,VA,23464-6847
37,Virginia University of Integrative Medicine,9401 Mathy Drive Ste 100,Fairfax,VA,22031-5310
38,Virginia Wesleyan University,5817 Wesleyan Drive,Virginia Beach,VA,23455
39,Vista College-College Station,2704 Texas Avenue South,College Station,TX,77840-5107
40,Vista College-Ft. Smith,1200 South Waldron Road,Ft. Smith,AR,72903-2629
41,Vista College-Lake Charles,3131 Gerstner Memorial Drive,Lake Charles,LA,70601-6961
42,Vista College Amarillo,"3440 Bell Street, Suite 100",Amarillo,TX,79108
43,Vista College Lubbock,4620 50th St,Lubbock,TX,79414
44,Vista College-Beaumont,3871 Stagg Dr Ste 186,Beaumont,TX,77701
45,Vista College-Killeen,1001 S Fort Hood St,Killeen,TX,76541
46,Vista College-Longview,1905 W Loop 281,Longview,TX,75604
47,Vista College-Online,"300 N. Coit Rd, Suite 300",Richardson,TX,75080
48,Vogue College of Cosmetology-Santa Fe,2434 Cerillos Road,Santa Fe,NM,87505
49,Vogue International Academy,14099 Westheimer Rd.,Houston,TX,77077-5423
50,Vski Cosmetology School,2070 Sam Rittenberg Boulevard,Charleston,SC,29407-4610
51,Wade Gordon Hairdressing Academy,2520 Paramount Blvd,Amarillo,TX,79109
52,Wade Gordon Hairdressing Academy-Lubbock,7615 University Ave #B,Lubbock,TX,79423-2125
53,Wake Forest University,1834 Wake Forest Road,Winston-Salem,NC,27106
54,Waldorf University,106 S Sixth St,Forest City,IA,50436-1713
55,Walnut Hill College,4207 Walnut St,Philadelphia,PA,19104
56,Walsh College,3838 Livernois,Troy,MI,48083-5066
57,Warner Pacific University Professional and Graduate Studies,2219 SE 68th Ave,Portland,OR,97215
58,Warner Pacific University,2219 SE 68th Ave,Portland,OR,97215
59,Wartburg Theological Seminary,333 Wartburg Pl,Dubuque,IA,52003-7769
60,Washington State University-Spokane,412 East Spokane Falls Blvd,Spokane,WA,99202-9600
61,Washington State University-Tri Cities,2710 Crimson Way,Richland,WA,99354-1671
62,Washington State University-Vancouver,14204 NE Salmon Creek Avenue,Vancouver,WA,98686-9600
63,Wave Leadership College,1000 North Great Neck Road,Virginia Beach,VA,23454-2140
64,Webb's Barber School of Arts,4356 Mercer University,Macon,GA,31206-4118
65,Weill Medical College of Cornell University,1300 York Avenue,New York,NY,10065
66,Welch College,1045 Bison Trail,Gallatin,TN,37066-8460
67,WellSpring School of Allied Health-Springfield,229 East Commercial Street,Springfield,MO,65803-2939
68,WellSpring School of Allied Health-Wichita,"650 N Carriage Parkway, Ste 55",Wichita,KS,67208-4501
69,Wesley Biblical Seminary,1880 E County Line Road,Ridgeland,MS,39157-1920
70,West Virginia Junior College-Charleston,5514 Big Tyler Road Suite 200,Cross Lanes,WV,25313-1304
71,West Virginia Junior College-United Career Institute,8957 Lincoln Highway Suite 101-A,Irwin,PA,15642-2704
72,West Virginia Junior College-United Career Institute,Mount Braddock Road,Mount Braddock,PA,15465
73,West Virginia University Institute of Technology,512 South Kanawha Street,Beckley,WV,25801
74,West Virginia University,PO Box 6201,Morgantown,WV,26506
75,Westchester School for Dental Assistant,1053 Saw Mill River Road,Ardsley,NY,10502
76,Western Colorado University,1 Western Way,Gunnison,CO,81231
77,Western Dakota Technical College,800 Mickelson Dr,Rapid City,SD,57703-4018
78,Western Maricopa Education Center-Northeast Campus,1617 West Williams Drive,Phoenix,AZ,85027-0000
79,Western Maricopa Education Center-Southwest Campus,500 North Verrado Way,Buckeye,AZ,85326-5705
80,Western Maricopa Education Center,6997 N Glen Harbor Blvd,Glendale,AZ,85307
81,Western Michigan University Homer Stryker M.D. School of Medicine,300 Portage Street,Kalamazoo,MI,49007
82,Western Michigan University-Thomas M. Cooley Law School,300 S Capitol Ave,Lansing,MI,48933
83,Western Wyoming Community College,2500 College Dr,Rock Springs,WY,82901
